food_id,food_name,description,cuisine,meal_type,diet_type,health_goal,calories,protein_g,carbs_g,fat_g,fiber_g,sugar_g,sodium_mg,serving_size,budget,ingredients,allergens,health_score,recommendation_tags
109,biscuit with egg steak,biscuit with egg steak is a lunch food suitable for weight gain.,Continental,Lunch,Non-Veg,Weight Gain,410.0,17.9,21.3,28.4,0.0,0.0,0.9,100 g,Medium,Egg,Eggs,77,Balanced Meal
110,taco salad,taco salad is a nutritious lunch option that can support maintain weight when included as part of a balanced diet.,Continental,Lunch,Vegan,Maintain Weight,212.0,10.0,17.9,11.2,0.0,0.0,0.6,100 g,Medium,See recipe,None,91,Heart Healthy
111,succotash,succotash is a nutritious lunch option that can support maintain weight when included as part of a balanced diet.,Continental,Lunch,Vegan,Maintain Weight,213.0,9.7,46.8,1.5,0.0,0.0,0.5,100 g,Medium,See recipe,None,96,"Low Fat, Heart Healthy"
112,nachos with cheese jalapeno peppers,nachos with cheese jalapeno peppers is a lunch food suitable for weight gain.,Continental,Lunch,Veg,Weight Gain,608.0,16.8,60.1,34.1,0.0,0.0,1.7,100 g,Medium,"Milk, Salt, Cultures",Milk,63,Balanced Meal
113,biscuit with egg ham,biscuit with egg ham is a lunch food suitable for weight gain.,Continental,Lunch,Non-Veg,Weight Gain,442.0,20.4,31.4,27.0,0.8,4.2,1.4,100 g,Medium,Egg,Eggs,79,High Protein
114,ladyfingers,ladyfingers is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,103.0,3.0,16.9,2.6,0.3,7.2,0.016,100 g,Medium,See recipe,None,96,"Low Fat, Heart Healthy"
115,mozzarella steak fried,mozzarella steak fried is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,102.0,4.6,7.7,5.9,0.6,0.7,0.2,100 g,Medium,See recipe,None,96,"Low Carb, Heart Healthy"
116,tamale navajo,tamale navajo is a nutritious lunch option that can support maintain weight when included as part of a balanced diet.,Continental,Lunch,Vegan,Maintain Weight,285.0,11.7,33.7,11.4,5.8,1.8,0.8,100 g,Medium,See recipe,None,97,"High Fiber, Heart Healthy"
117,blueberry pancakes,blueberry pancakes is a dessert food suitable for weight loss.,Continental,Dessert,Vegan,Weight Loss,84.0,2.3,11.0,3.5,0.0,0.0,0.2,100 g,Medium,See recipe,None,96,"Low Fat, Low Carb, Heart Healthy"
118,chimichanga with beef cheese,chimichanga with beef cheese is a lunch food suitable for weight gain.,Continental,Lunch,Non-Veg,Weight Gain,443.0,20.1,39.3,23.4,0.0,0.0,1.0,100 g,Medium,"Milk, Salt, Cultures",Milk,80,High Protein
119,egg cheese sandwich,egg cheese sandwich is a lunch food suitable for maintain weight.,Continental,Lunch,Non-Veg,Maintain Weight,340.0,15.6,25.9,19.4,0.0,0.0,0.8,100 g,Medium,"Milk, Salt, Cultures","Milk, Eggs",84,Balanced Meal
120,biscuit with egg bacon,biscuit with egg bacon is a lunch food suitable for weight gain.,Continental,Lunch,Non-Veg,Weight Gain,458.0,17.0,28.6,31.1,0.8,3.3,1.3,100 g,Medium,Egg,Eggs,73,Balanced Meal
121,pupusas con queso,pupusas con queso is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,300.0,13.7,26.2,15.5,3.4,1.4,0.5,100 g,Medium,See recipe,None,92,Heart Healthy
122,apple croissant,apple croissant is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,145.0,4.2,21.1,5.0,1.4,0.0,0.2,100 g,Medium,See recipe,None,95,"Low Fat, Heart Healthy"
123,refried red beans,refried red beans is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,336.0,11.7,36.0,16.1,11.0,0.0,0.9,100 g,Medium,See recipe,None,99,"High Fiber, Heart Healthy"
124,tostada with guacamole,tostada with guacamole is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,180.0,6.2,16.0,11.6,0.0,0.0,0.4,100 g,Medium,See recipe,None,89,Balanced Meal
125,chicken sandwich,chicken sandwich is a lunch food suitable for weight gain.,Continental,Lunch,Non-Veg,Weight Gain,468.0,30.4,39.1,20.9,2.6,6.8,1.4,100 g,Medium,"Chicken, Spices",None,92,"High Protein, Heart Healthy"
126,fried rice,fried rice is a nutritious lunch option that can support maintain weight when included as part of a balanced diet.,Chinese,Lunch,Vegan,Maintain Weight,228.0,6.5,43.4,3.2,1.5,0.6,0.6,100 g,Medium,Rice,None,94,"Low Fat, Heart Healthy"
127,pupusas del cerdo,pupusas del cerdo is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,283.0,14.0,28.1,12.7,3.2,1.8,0.5,100 g,Medium,See recipe,None,94,Heart Healthy
128,turkey pot pie,turkey pot pie is a nutritious lunch option that can support weight gain when included as part of a balanced diet.,Continental,Lunch,Non-Veg,Weight Gain,699.0,25.8,70.3,34.9,4.4,0.0,1.4,100 g,Medium,See recipe,None,71,High Protein
129,cheese croissant,cheese croissant is a lunch food suitable for maintain weight.,Continental,Lunch,Veg,Maintain Weight,331.0,7.4,37.6,16.7,2.1,9.1,0.3,100 g,Medium,"Milk, Salt, Cultures",Milk,83,Balanced Meal
130,chimichanga with beef,chimichanga with beef is a lunch food suitable for weight gain.,Continental,Lunch,Non-Veg,Weight Gain,425.0,19.6,42.8,19.7,0.0,0.0,0.9,100 g,Medium,"Beef, Spices",None,83,Balanced Meal
131,french toast with butter,french toast with butter is a lunch food suitable for weight loss.,Continental,Lunch,Veg,Weight Loss,178.0,5.2,18.0,9.4,0.0,0.0,0.3,100 g,Medium,See recipe,Milk,90,Heart Healthy
132,ham egg cheese sandwich,ham egg cheese sandwich is a lunch food suitable for maintain weight.,Continental,Lunch,Non-Veg,Maintain Weight,347.0,19.2,30.9,16.3,0.0,0.0,1.0,100 g,Medium,"Milk, Salt, Cultures","Milk, Eggs",88,Balanced Meal
133,english muffin with butter,english muffin with butter is a lunch food suitable for maintain weight.,Continental,Lunch,Veg,Maintain Weight,189.0,4.9,30.4,5.8,0.0,0.0,0.4,100 g,Medium,See recipe,Milk,91,Heart Healthy
134,savoury noodle one pan dinner tandaco,savoury noodle one pan dinner tandaco is a lunch food suitable for weight loss.,Chinese,Lunch,Vegan,Weight Loss,172.0,0.0,5.5,1.2,0.0,0.0,0.0,100 g,Medium,See recipe,None,91,"Low Fat, Low Carb, Heart Healthy"
135,ham cheese sandwich,ham cheese sandwich is a lunch food suitable for weight gain.,Continental,Lunch,Veg,Weight Gain,352.0,20.7,33.3,15.5,0.0,0.0,0.8,100 g,Medium,"Milk, Salt, Cultures",Milk,90,"High Protein, Heart Healthy"
136,sweet gefilte fish,sweet gefilte fish is a lunch food suitable for weight loss.,Continental,Lunch,Non-Veg,Weight Loss,35.0,3.8,3.1,0.7,0.0,0.0,0.2,100 g,Medium,"Fish, Herbs",Seafood,99,"Low Fat, Low Carb, Heart Healthy"
137,poached egg,poached egg is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Non-Veg,Weight Loss,72.0,6.3,0.4,4.7,0.0,0.2,0.1,100 g,Medium,Egg,Eggs,99,"Low Fat, Low Carb, Heart Healthy"
138,tostada with beef cheese,tostada with beef cheese is a lunch food suitable for maintain weight.,Continental,Lunch,Non-Veg,Maintain Weight,315.0,19.0,22.8,16.3,0.0,0.0,0.9,100 g,Medium,"Milk, Salt, Cultures",Milk,90,Heart Healthy
139,tostada with beans cheese,tostada with beans cheese is a lunch food suitable for maintain weight.,Continental,Lunch,Veg,Maintain Weight,223.0,9.6,26.5,9.9,0.0,0.0,0.5,100 g,Medium,"Milk, Salt, Cultures",Milk,91,Heart Healthy
140,pork tamale,pork tamale is a nutritious lunch option that can support maintain weight when included as part of a balanced diet.,Continental,Lunch,Non-Veg,Maintain Weight,247.0,10.4,22.4,12.8,3.4,0.7,0.7,100 g,Medium,See recipe,None,93,Heart Healthy
141,nachos with cheese,nachos with cheese is a lunch food suitable for maintain weight.,Continental,Lunch,Veg,Maintain Weight,274.0,3.5,27.9,17.2,2.6,1.7,0.3,100 g,Medium,"Milk, Salt, Cultures",Milk,83,Balanced Meal
142,pulled pork in barbecue sauce,pulled pork in barbecue sauce is a lunch food suitable for muscle gain.,Continental,Lunch,Non-Veg,Muscle Gain,418.0,32.8,46.7,11.0,3.0,37.8,1.7,100 g,Medium,See recipe,None,99,"High Protein, Heart Healthy"
143,baked potato with cheese sauce,baked potato with cheese sauce is a lunch food suitable for weight gain.,Continental,Lunch,Veg,Weight Gain,474.0,14.6,46.5,28.7,0.0,0.0,0.4,100 g,Medium,"Milk, Salt, Cultures",Milk,71,Balanced Meal
144,baked beans,baked beans is a nutritious lunch option that can support maintain weight when included as part of a balanced diet.,Continental,Lunch,Vegan,Maintain Weight,310.0,11.1,43.3,10.3,11.0,0.0,0.8,100 g,Medium,See recipe,None,99,"High Fiber, Heart Healthy"
145,arroz con frijoles,arroz con frijoles is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,220.0,6.8,35.6,5.6,5.0,1.3,0.6,100 g,Medium,See recipe,None,99,"High Fiber, Heart Healthy"
146,taco with beef cheese lettuce,taco with beef cheese lettuce is a lunch food suitable for weight loss.,Continental,Lunch,Non-Veg,Weight Loss,156.0,6.1,13.7,8.8,2.7,0.6,0.3,100 g,Medium,"Milk, Salt, Cultures",Milk,96,"Low Carb, Heart Healthy"
147,burrito with beans cheese beef,burrito with beans cheese beef is a lunch food suitable for weight loss.,Continental,Lunch,Non-Veg,Weight Loss,165.0,7.3,19.8,6.6,0.0,0.0,0.5,100 g,Medium,"Milk, Salt, Cultures",Milk,94,Heart Healthy
148,egg mix,egg mix is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Non-Veg,Weight Loss,30.0,2.4,0.098,2.2,0.0,0.091,0.012,100 g,Medium,Egg,Eggs,99,"Low Fat, Low Carb, Heart Healthy"
149,falafel,falafel is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,57.0,2.3,5.4,3.0,0.0,0.0,0.081,100 g,Medium,See recipe,None,97,"Low Fat, Low Carb, Heart Healthy"
150,taco salad with chili con carne,taco salad with chili con carne is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,193.0,11.6,17.7,8.8,0.0,0.0,0.6,100 g,Medium,See recipe,None,94,Heart Healthy
151,wonton wrappers,wonton wrappers is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,93.0,3.1,18.5,0.5,0.6,0.0,0.2,100 g,Medium,See recipe,None,98,"Low Fat, Heart Healthy"
152,hushpuppies,hushpuppies is a nutritious lunch option that can support weight gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Gain,512.0,11.7,69.9,20.5,4.3,3.1,1.0,100 g,Medium,See recipe,None,78,Balanced Meal
153,chicken pot pie,chicken pot pie is a nutritious lunch option that can support weight gain when included as part of a balanced diet.,Continental,Lunch,Non-Veg,Weight Gain,598.0,14.6,57.3,34.6,3.0,7.2,1.2,100 g,Medium,"Chicken, Spices",None,66,Balanced Meal
154,general tsos chicken,general tsos chicken is a lunch food suitable for weight gain.,Continental,Lunch,Non-Veg,Weight Gain,1578.0,69.0,128.3,87.5,4.8,62.1,2.3,100 g,Medium,"Chicken, Spices",None,40,High Protein
155,burrito with beans cheese,burrito with beans cheese is a lunch food suitable for weight gain.,Continental,Lunch,Veg,Weight Gain,379.0,13.6,57.8,11.2,7.8,3.2,1.0,100 g,Medium,"Milk, Salt, Cultures",Milk,97,"High Fiber, Heart Healthy"
156,vegetarian fillets,vegetarian fillets is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,247.0,19.6,7.7,15.3,5.2,0.7,0.4,100 g,Medium,See recipe,None,99,"Low Carb, High Fiber, Heart Healthy"
157,biscuit with egg sausage,biscuit with egg sausage is a lunch food suitable for weight gain.,Continental,Lunch,Non-Veg,Weight Gain,505.0,18.0,34.1,33.6,0.3,1.5,1.1,100 g,Medium,Egg,Eggs,69,Balanced Meal
158,chicken chow mein,chicken chow mein is a lunch food suitable for weight gain.,Continental,Lunch,Non-Veg,Weight Gain,513.0,40.8,50.1,16.9,6.0,10.5,1.9,100 g,Medium,"Chicken, Spices",None,99,"High Protein, High Fiber, Heart Healthy"
159,fruit burrito,fruit burrito is a nutritious lunch option that can support maintain weight when included as part of a balanced diet.,Continental,Lunch,Vegan,Maintain Weight,231.0,2.5,35.0,9.5,0.0,0.0,0.2,100 g,Medium,See recipe,None,85,Balanced Meal
160,arroz con leche,arroz con leche is a nutritious lunch option that can support weight gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Gain,369.0,8.1,63.0,9.3,1.3,38.6,0.3,100 g,Medium,See recipe,None,84,Balanced Meal
161,caramel custard flan,caramel custard flan is a lunch food suitable for weight gain.,Continental,Lunch,Vegan,Weight Gain,444.0,13.9,69.7,12.3,0.0,70.8,0.2,100 g,Medium,See recipe,None,82,Balanced Meal
162,gelatin dessert,gelatin dessert is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,167.0,3.3,38.3,0.0,0.0,36.4,0.2,100 g,Medium,See recipe,None,94,"Low Fat, Heart Healthy"
163,chocolate milk dessert,chocolate milk dessert is a lunch food suitable for maintain weight.,Continental,Lunch,Veg,Maintain Weight,229.0,5.9,51.6,1.4,0.0,51.6,0.1,100 g,Medium,Milk,Milk,92,"Low Fat, Heart Healthy"
164,chocolate mousse,chocolate mousse is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,338.0,6.2,24.1,24.0,0.9,22.2,0.081,100 g,Medium,See recipe,None,75,Balanced Meal
165,dulce de leche,dulce de leche is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,60.0,1.3,10.5,1.4,0.0,9.5,0.036,100 g,Medium,See recipe,None,97,"Low Fat, Low Carb, Heart Healthy"
166,apple crisp,apple crisp is a nutritious lunch option that can support weight gain when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Gain,454.0,4.9,87.0,9.7,3.9,55.5,1.0,100 g,Medium,See recipe,None,81,Balanced Meal
167,spinach spaghetti cooked,spinach spaghetti cooked is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,182.0,6.4,36.6,0.9,0.0,0.0,0.061,100 g,Medium,See recipe,None,95,"Low Fat, Heart Healthy"
168,corn pasta cooked,corn pasta cooked is a lunch food suitable for weight loss.,Italian,Lunch,Vegan,Weight Loss,176.0,3.7,39.1,1.0,6.7,0.0,0.0,100 g,Medium,See recipe,Gluten,99,"Low Fat, High Fiber, Heart Healthy"
169,spaghetti with meat sauce,spaghetti with meat sauce is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,255.0,14.3,43.1,2.9,5.1,7.4,0.7,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
170,pasta with meatballs in tomato sauce,pasta with meatballs in tomato sauce is a lunch food suitable for maintain weight.,Italian,Lunch,Vegan,Maintain Weight,273.0,10.6,28.3,13.0,6.9,7.2,0.7,100 g,Medium,See recipe,Gluten,97,"High Fiber, Heart Healthy"
171,cheese tortellini,cheese tortellini is a lunch food suitable for maintain weight.,Continental,Lunch,Veg,Maintain Weight,332.0,14.6,50.8,7.8,2.1,1.0,0.4,100 g,Medium,"Milk, Salt, Cultures",Milk,94,Heart Healthy
172,pasta with sliced franks in tomato sauce,pasta with sliced franks in tomato sauce is a lunch food suitable for maintain weight.,Italian,Lunch,Vegan,Maintain Weight,227.0,11.0,32.0,6.0,4.0,8.0,0.7,100 g,Medium,See recipe,Gluten,99,Heart Healthy
173,lasagna,lasagna is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Vegan,Weight Loss,166.0,9.0,18.9,6.1,2.1,3.8,0.5,100 g,Medium,See recipe,None,98,Heart Healthy
174,macaroni cheese,macaroni cheese is a nutritious lunch option that can support maintain weight when included as part of a balanced diet.,Continental,Lunch,Veg,Maintain Weight,310.0,12.6,43.7,9.4,2.3,3.0,0.9,100 g,Medium,"Milk, Salt, Cultures",Milk,92,Heart Healthy
175,vegetable lasagna,vegetable lasagna is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,316.0,15.6,32.2,13.7,4.3,5.8,1.0,100 g,Medium,See recipe,None,95,Heart Healthy
176,spinach egg noodles cooked,spinach egg noodles cooked is a lunch food suitable for maintain weight.,Chinese,Lunch,Non-Veg,Maintain Weight,211.0,8.1,38.8,2.5,3.7,1.1,0.068,100 g,Medium,Egg,Eggs,99,"Low Fat, Heart Healthy"
177,cheese lasagna,cheese lasagna is a nutritious lunch option that can support maintain weight when included as part of a balanced diet.,Continental,Lunch,Veg,Maintain Weight,316.0,15.9,33.6,13.0,4.1,10.3,0.7,100 g,Medium,"Milk, Salt, Cultures",Milk,95,Heart Healthy
178,pasta with tomato sauce,pasta with tomato sauce is a lunch food suitable for weight loss.,Italian,Lunch,Vegan,Weight Loss,176.0,5.6,35.1,1.8,2.3,10.1,1.0,100 g,Medium,See recipe,Gluten,98,"Low Fat, Heart Healthy"
179,spinach pasta cooked,spinach pasta cooked is a lunch food suitable for weight loss.,Italian,Lunch,Vegan,Weight Loss,37.0,1.4,7.1,0.3,0.0,0.0,0.004,100 g,Medium,See recipe,Gluten,99,"Low Fat, Low Carb, Heart Healthy"
180,vegetable chicken soup,vegetable chicken soup is a lunch food suitable for weight loss.,Continental,Lunch,Non-Veg,Weight Loss,166.0,12.3,21.1,4.8,1.0,3.4,0.075,100 g,Medium,"Chicken, Spices",None,99,"Low Fat, Heart Healthy"
181,bean ham soup,bean ham soup is a nutritious lunch option that can support maintain weight when included as part of a balanced diet.,Continental,Lunch,Vegan,Maintain Weight,198.0,10.3,33.5,2.5,9.8,7.8,0.5,100 g,Medium,See recipe,None,99,"Low Fat, High Fiber, Heart Healthy"
182,cream of chicken soup,cream of chicken soup is a lunch food suitable for maintain weight.,Continental,Lunch,Non-Veg,Maintain Weight,227.0,6.0,18.0,14.5,0.0,1.4,1.8,100 g,Medium,"Chicken, Spices",Milk,85,Balanced Meal
183,tomato soup canned,tomato soup canned is a lunch food suitable for weight loss.,Continental,Lunch,Vegan,Weight Loss,139.0,6.3,22.6,3.3,1.5,16.5,0.5,100 g,Medium,See recipe,None,98,"Low Fat, Heart Healthy"
184,egg drop soup,egg drop soup is a nutritious lunch option that can support weight loss when included as part of a balanced diet.,Continental,Lunch,Non-Veg,Weight Loss,65.0,2.8,10.3,1.5,1.0,0.2,0.9,100 g,Medium,Egg,Eggs,99,"Low Fat, Low Carb, Heart Healthy"
185,scotch broth,scotch broth is a nutritious lunch option that can support maintain weight when included as part of a balanced diet.,Continental,Lunch,Vegan,Maintain Weight,197.0,12.1,23.0,6.4,3.0,0.0,2.1,100 g,Medium,See recipe,None,99,Heart Healthy
186,cream of onion soup,cream of onion soup is a lunch food suitable for maintain weight.,Continental,Lunch,Veg,Maintain Weight,268.0,6.7,31.7,12.8,1.2,11.1,1.9,100 g,Medium,See recipe,Milk,86,Balanced Meal
187,chicken broth dry,chicken broth dry is a lunch food suitable for weight loss.,Continental,Lunch,Non-Veg,Weight Loss,10.0,0.7,1.1,0.2,0.0,0.0,1.2,100 g,Medium,"Chicken, Spices",None,99,"Low Fat, Low Carb, Heart Healthy"
188,vegetable soup with beef broth,vegetable soup with beef broth is a lunch food suitable for weight loss.,Continental,Lunch,Non-Veg,Weight Loss,162.0,6.0,26.3,3.8,3.2,4.0,1.3,100 g,Medium,"Beef, Spices",None,99,"Low Fat, Heart Healthy"
189,chili with beans canned,chili with beans canned is a lunch food suitable for maintain weight.,Continental,Lunch,Vegan,Maintain Weight,287.0,14.6,30.5,14.1,11.3,3.0,1.3,100 g,Medium,See recipe,None,99,"High Fiber, Heart Healthy"
